,id,name,creative_sector,employee_sizeband,website
4757,6283823,CINEPOLIS PLAZA RIO,film_radio_tv,101 a 250 personas,WWW.CINEPOLIS.COM
4758,6286396,CINEPOLIS PLAZA SAN PEDRO MEXICALI,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4760,6360816,CINEPOLIS SENDERO TIJUANA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4761,6286394,CINEPOLIS TECATE,film_radio_tv,51 a 100 personas,WWWCINEPOLIS.COM
4762,6360818,CINEPOLIS VIP GALERIAS HIPODROMO TIJUANA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4765,6814437,MACROPLAZA TIJUANA MUNDO DIVERTIDO TIJUANA,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4766,6360819,MICINE LA PAJARITA TIJUANA.,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4770,6289225,CINEMEX LA PAZ,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4771,6289003,CINEMEX PUERTO PARAISO,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4774,6289506,CINEPOLIS CABO,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4775,6289687,CINEPOLIS LA PAZ,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4777,6360822,CINEPOLIS SENDERO LOS CABOS,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4778,6360820,CINEPOLIS THE SHOPPES ALTA PAZ,film_radio_tv,11 a 30 personas,WWW.CINEPOLIS.COM
4779,6322647,COMPLEJO LOS CABOS,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4780,6360821,MICINE PASEO LA PAZ,film_radio_tv,11 a 30 personas,WWW.CINEPOLIS.COM
4781,6794877,C VIP ZENTRALIA CD DEL CARMEN,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4784,6322661,CINEMEX CUIDAD DEL CARMEN,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4785,6322662,CINEMEX PALMIRA,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4786,6360823,CINEPOLIS GALERIAS CAMPECHE,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4789,6880592,C. SAN PEDRO COAHUILA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4797,6300757,CINEMEX CD ACUÑA,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4798,6322663,CINEMEX GALERIAS SALTILLO,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4799,6300546,CINEMEX INTERMALL,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4800,6300759,CINEMEX LOURDES,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4801,6300758,CINEMEX MONCLOVA,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4802,6794689,CINEMEX PLAZ REAL SALTILLO,film_radio_tv,0 a 5 personas,WWW.CINEMEX.COM
4803,6300760,CINEMEX TORREON,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4804,6360825,CINEPOLIS CD ACUÑA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4805,6301039,CINEPOLIS CUATRO CAMINOS,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4806,243148,"CINEPOLIS DE MEXICO, S.A. DE C.V.",film_radio_tv,6 a 10 personas,WWW.CINEPOLIS.COM
4807,6301641,CINEPOLIS GALERIAS LAGUNA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4809,6301636,CINEPOLIS LA NOGALERA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4810,6301637,CINEPOLIS SENDERO SALTILLO,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4824,6322772,CINEMEX COLIMA,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4825,334638,CINEPOLIS PLAZA SAN FERNANDO,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4826,6303731,CINEPOLIS PUNTO BAHIA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4827,6794520,CINEPOLIS SALAGUA MANZANILLO,film_radio_tv,0 a 5 personas,WWW.CINEPOLIS.COM
4828,6303730,CINEPOLIS ZENTRALIA COLIMA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4829,6298141,C. PLAZA LAS FLORES VILLAFLORES,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4831,6795518,CINEMEX GALERIAS TUXTLA,film_radio_tv,0 a 5 personas,WWW.CINEMEX.COM
4832,6297049,CINEMEX TAPACHULA,film_radio_tv,11 a 30 personas,WWW.CINEPOLIS.COM
4833,6724296,CINEMEX TAPACHULA,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4834,6712826,CINEMEX TAPACHULA,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM.MX
4835,6360828,CINEPOLIS GALERIAS TAPACHULA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4836,6298135,CINEPOLIS MIRADOR,film_radio_tv,51 a 100 personas,WWWCINEPOLIS.COM
4837,6297430,CINEPOLIS PLAZA LAS AMERICAS,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4838,6297431,CINEPOLIS PLAZA LAS FLORES COMITAN,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4839,6298134,CINEPOLIS POLIFORUM,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4840,6298142,CINEPOLIS SAN CRISTOBAL,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4841,6296706,CINEPOLIS TAPACHULA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4842,6722054,CINEPOLIS TONALA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4848,6871677,C. JUAREZ CENTRO MALL,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4849,6845730,C. SENDERO JABIL CHIHUAHUA,film_radio_tv,0 a 5 personas,WWW.CINEPOLIS.COM
4853,6292538,CINEMEX DELICIAS,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4854,6729359,CINEMEX FUENTES MARES,film_radio_tv,0 a 5 personas,WWW.CINEMEX.COM
4855,549726,CINEMEX GALERIAS TEC,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4856,6292995,CINEMEX HOLLYWOOD CHIHUAHUA,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4857,6292537,CINEMEX JUVENTUD,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4859,6292985,CINEMEX PLAZA EL CAMINO CD JUAREZ,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4860,6695616,CINEMEX SAN LORENZO,film_radio_tv,0 a 5 personas,WWW.CINEMEX.COM
4861,6292539,CINEMEX SANDERS,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4862,6292884,CINEPOLIS CHIHUAHUA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4863,6294432,CINEPOLIS CIUDAD CUAUHTÉMOC,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4864,6360829,CINEPOLIS ESCALA PARRAL CHIHUAHUA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4865,6293568,CINEPOLIS FASHION MALL,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4866,6294430,CINEPOLIS LAS MISIONES,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4867,6294433,CINEPOLIS LAS TORRES,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4870,6294594,CINEPOLIS SENDERO JUAREZ,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4873,6294434,CINEPOLIS ZARAGOZA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4876,6794881,C PABELLON CUEMANCO,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4877,6847183,C VIP MIYANA POLANCO,film_radio_tv,0 a 5 personas,WWW.CINEPOLIS.COM
4878,6795152,C VIP SAMARA SANTA FE,film_radio_tv,0 a 5 personas,WWW.CINEPOLIS.COM
4880,6319137,C. OASIS COYOACAN,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4881,6872543,C. PARQUE LAS ANTENAS,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4882,6886472,C. PATIO TLALPAN,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4883,6812975,C. PLAZA JARDIN DF,film_radio_tv,11 a 30 personas,WWW.CINEPOLIS.COM
4884,6872593,C. TLATELOLCO,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4885,6812924,CIMEMEX MANACAR,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4893,6316591,CINEMARK,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4895,1026734,CINEMAS LUMIERE REFORMA,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4898,6315364,CINEMEX,film_radio_tv,51 a 100 personas,WWW.CINEMEX.COM
4899,6307808,CINEMEX,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4900,6813279,CINEMEX,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4901,6795000,CINEMEX,film_radio_tv,0 a 5 personas,WWW.CINEMEX.COM
4902,6794335,CINEMEX,film_radio_tv,0 a 5 personas,WWW.CINEMEX.COM
4903,6318852,CINEMEX ALTAVISTA,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM.MX
4904,6309753,CINEMEX ANTARA,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4905,6309758,CINEMEX ARAGON,film_radio_tv,51 a 100 personas,WWW.CINEMEX.COM
4906,6305478,CINEMEX CENTRO CULTURAL TELMEX,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4908,6773857,CINEMEX CLAVERIA,film_radio_tv,11 a 30 personas,WWWCINEMEX.COM
4909,911720,CINEMEX CNA,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4910,6318843,CINEMEX COAPA,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4911,6325037,CINEMEX CUAUHTEMOC,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4912,6318839,CINEMEX CUICUILCO,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4913,6315857,CINEMEX DURAZNO PLATINO,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4914,6317705,CINEMEX FELIX CUEVAS,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4915,6314704,CINEMEX GALERIAS,film_radio_tv,51 a 100 personas,WWW.CINEMEX.COM
4916,6309756,CINEMEX IZTAPALAPA,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4918,6315452,CINEMEX LEGARIA,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4919,6309617,CINEMEX LINDAVISTA,film_radio_tv,51 a 100 personas,WWW.CINEMEX.COM
4920,6315576,CINEMEX LORETO,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4921,6774135,CINEMEX LUMIERE TLALPAN,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4922,6310371,CINEMEX MASARYK,film_radio_tv,0 a 5 personas,WWW.CINEMEX.COM
4923,6309757,CINEMEX MISTERIOS,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4924,6317704,CINEMEX PARK PLAZA,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4925,6318840,CINEMEX PARQUE DELTA,film_radio_tv,51 a 100 personas,WWW.CINEMEX.COM
4926,6318847,CINEMEX PATRIOTISMO,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4927,6318851,CINEMEX PLAZA INSURGENTES,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4928,6314053,CINEMEX PLAZA ORIENTE,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4929,6316472,CINEMEX POLANCO,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4930,6316132,CINEMEX PRADO COAPA,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4931,6304580,CINEMEX REAL,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4932,6318643,CINEMEX REFORMA 222,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4934,6318850,CINEMEX SAN ANTONIO,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4936,6702111,CINEMEX SUC. CLAVERIA,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4937,6322776,CINEMEX SUR,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4938,6309752,CINEMEX TENAYUCA,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4939,6309618,CINEMEX TEZONTLE,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4940,6306554,CINEMEX TICOMAN,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4941,6314072,CINEMEX TLAHUAC,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4942,6318849,CINEMEX UNIVERSIDAD,film_radio_tv,51 a 100 personas,WWW.CINEMEX.COM
4943,6762202,CINEMEX VIA SAN JUAN,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4944,6318837,CINEMEX WTC,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4945,6309754,CINEMEX ZARAGOZA,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4946,6306099,CINEPOLIS AZCAPOTZALCO,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4947,6304258,CINEPOLIS DIANA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4948,6360831,CINEPOLIS ERMITA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4949,6360836,CINEPOLIS FORUM BUENAVISTA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4950,6316588,CINEPOLIS MIRAMONTES,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4953,6360835,CINEPOLIS PASEO ACOXPA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4954,6318644,CINEPOLIS PASEO ARCOS BOSQUES,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4955,6309003,CINEPOLIS PATIO SANTA FE,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4956,6710980,CINEPOLIS PATIO UNIVERSIDAD,film_radio_tv,0 a 5 personas,WWW.CINEPOLIS.COM
4957,6318629,CINEPOLIS PERISUR,film_radio_tv,101 a 250 personas,WWW.CINEPOLIS.COM
4958,6794518,CINEPOLIS PERISUR,film_radio_tv,0 a 5 personas,WWW.CINEPOLIS.COM
4959,6794525,CINEPOLIS PICACHO AJUSCO,film_radio_tv,0 a 5 personas,WWW.CINEPOLIS.COM
4960,6360839,CINEPOLIS PLAZA AEROPUERTO,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4961,6360837,CINEPOLIS PLAZA CARSO,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4962,6360832,CINEPOLIS PLAZA CENTRAL IZTAPALAPA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4963,6360833,CINEPOLIS PORTAL CHURUBUSCO,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4964,6360830,CINEPOLIS TOWN CENTER EL ROSARIO,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4965,6313201,CINEPOLIS UNIVERSIDAD,film_radio_tv,11 a 30 personas,WWW.CINEPOLIS.COM
4971,6317984,CINETECA NACIONAL,film_radio_tv,101 a 250 personas,WWW.CINETECANACIONAL.NET
4972,6315614,CORPORATIVO CINEMEX,film_radio_tv,251 y más personas,WWW.CINEMEX.COM
4973,6814436,CORPORATIVO CINEMEX ROSARIO,film_radio_tv,0 a 5 personas,WWW.CINEMEX.COM
4976,891138,LA CASA DEL CINE MX,film_radio_tv,6 a 10 personas,WWW.LACASADELCINE.MX
4980,6310237,MULTICINEMAS TORRES LINDAVISTA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
4984,660182,"SERVICIOS DE ENTRETENIMIENTO CDC, S.A. DE C.V.",film_radio_tv,0 a 5 personas,WWW.LACASADECINE.COM
4988,6314296,XTREME CHURUBUSCO,film_radio_tv,101 a 250 personas,WWWCINEPOLIS.COM
4989,6315045,XTREME PLAZA ORIENTE,film_radio_tv,31 a 50 personas,WWWCINEPOLIS.COM
4990,6305962,XTREME PLAZA TEPEYAC,film_radio_tv,31 a 50 personas,WWWCINEPOLIS.COM
4991,6326529,CINEMEX DURANGO,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4992,6762115,CINEMEX GOMEZ PALACIOS,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
4993,6326530,CINEMEX HAMBURGO,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
4994,6730144,CINEPOLIS CHEDRAUI DURANGO,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
4995,6326143,CINEPOLIS DURANGO,film_radio_tv,101 a 250 personas,WWW.CINEPOLIS.COM
5006,6331740,CINEMEX GUANAJUATO,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
5007,6331169,CINEMEX IRAPUATO,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
5008,6331741,CINEMEX MALECON,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
5009,6696036,CINEMEX PLAZA MAYOR,film_radio_tv,0 a 5 personas,WWW.CINEMEX.COM
5010,6331584,CINEMEX PLAZA STADIUM,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
5013,6360841,CINEPOLIS CENTRO COMERCIAL ALTACIA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5014,6333888,CINEPOLIS CENTRO MAX,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
5017,6360840,CINEPOLIS GALERIAS CELAYA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5018,6333338,CINEPOLIS GALERIAS LAS TORRES,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
5020,6333539,CINEPOLIS GALERIAS METROPOLITANA,film_radio_tv,31 a 50 personas,WWWCINEPOLIS.COM
5022,6333620,CINEPOLIS GALERIAS SALAMANCA,film_radio_tv,31 a 50 personas,WWWCINEPOLIS.COM
5023,6331268,CINEPOLIS LA GRAN PLAZA LEON,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5024,6333897,CINEPOLIS LAS AMERICAS CELAYA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
5025,6333344,CINEPOLIS PARQUE CELAYA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
5026,6332371,CINEPOLIS PLAZA CIBELES,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5029,1345273,FESTIVAL INTERNACIONAL DEL CINE DE GUANAJUATO,film_radio_tv,0 a 5 personas,WWW.GUANAJUATOFILLFESTIVAL.COM
5030,6794882,MC PASEO DOLORES,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5031,6332368,MC PASEO SAN FRANCISCO,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
5032,6360843,MICINE LA JOYA SILAO,film_radio_tv,51 a 100 personas,WWWCINEPOLIS.COM
5034,6711558,MOVIE CENTER,film_radio_tv,11 a 30 personas,WWW.MOVIECENTER.COM.MX
5037,6329824,XTREME LEON,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5038,1450679,CARTELERA CINÉPOLIS,film_radio_tv,0 a 5 personas,WWW.CINEPOLIS.COM
5047,6328315,CINEMEX LAS PALMAS ACAPULCO,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
5048,6327482,CINEMEX OCEANIC ACAPULCO,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
5049,6360846,CINEPOLIS GALERIAS CHILPANCINGO,film_radio_tv,31 a 50 personas,WWWCINEPOLIS.COM
5050,6328911,CINEPOLIS GALERIAS DIANA ACAPULCO,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5051,6328594,CINEPOLIS GALERIAS TAMARINDO,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5052,6327465,CINEPOLIS LA GRAN PLAZA ACAPULCO,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
5053,6328992,CINEPOLIS LA ISLA ACAPULCO,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
5054,6328593,CINEPOLIS LAS AMÉRICAS TAXCO,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5055,6328915,CINEPOLIS PIE DE LA CUESTA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5056,6328914,CINEPOLIS RENACIMIENTO,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5057,6328102,CINEPOLIS SENDERO ACAPULCO,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
5066,6762457,CINEMEX GP PACHUCA,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
5067,6335864,CINEMEX PACHUCA,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
5068,6762456,CINEMEX PLAZA Q PACHUCA,film_radio_tv,0 a 5 personas,WWW.CINEMEX.COM
5069,6335865,CINEMEX TULANCINGO,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
5070,6336257,CINEPOLIS GALERIAS PACHUCA,film_radio_tv,101 a 250 personas,WWW.CINEPOLIS.COM
5072,6386889,CINEPOLIS PLAZA BELLA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
5073,6336258,CINEPOLIS TEPEJI DEL RIO,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5077,1754367,BLOCKBUSTER CINEMA,film_radio_tv,11 a 30 personas,WWW.BLOCKBUSTERCINEMA.MX
5080,6846070,C. URBAN CENTER LA RIOJA,film_radio_tv,0 a 5 personas,WWW.CINEPOLIS.COM
5093,1804600,"CINEMAS DEL LAGO, S.A. DE C.V.",film_radio_tv,11 a 30 personas,WWW.CINEMASDELLAGOAJIJIC
5095,6339427,CINEMAS LUMIERE ZAPOPAN,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
5097,6322771,CINEMEX CD GUZMAN,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
5099,6795755,CINEMEX CORDILLERAS,film_radio_tv,0 a 5 personas,WWW.CINEMEX.COM
5100,6340472,CINEMEX GUADALAJARA,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
5102,6343172,CINEMEX LAS PLAZAS,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
5103,6813313,CINEMEX OCOTLAN,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
5104,6343012,CINEMEX PLAZA CARACOL,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
5105,6338044,CINEMEX PLAZA MILENIUM,film_radio_tv,11 a 30 personas,WWW.CINEMEX.OM
5106,6322746,CINEMEX PUERTO VALLARTA,film_radio_tv,31 a 50 personas,WWWCINEMEX.COM
5107,6795148,CINEMEX SAN GASPAR,film_radio_tv,0 a 5 personas,WWW.CINEMEX.COM
5108,6322654,CINEMEX SAO PAULO,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
5109,6813577,CINEMEX TLAQUEPAQUE,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
5110,6343005,CINEPOLIS ALAMEDA,film_radio_tv,31 a 50 personas,WWWCINEPOLIS.COM
5111,6338244,CINEPOLIS ARBOLEDAS,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5112,6343894,CINEPOLIS CENTRO MAGNO,film_radio_tv,101 a 250 personas,WWW.CINEPOLIS.COM
5113,6795526,CINEPOLIS CENTRO SUR,film_radio_tv,0 a 5 personas,WWWCINEPOLIS.COM
5114,6360848,CINEPOLIS CIUDADELA GUADALAJARA,film_radio_tv,11 a 30 personas,WWW.CINEPOLIS.COM
5115,6360849,CINEPOLIS FÓRUM TLAQUEPAQUE,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5117,6360853,CINEPOLIS GRAN TERRAZA BELENES ZAPOPAN,film_radio_tv,51 a 100 personas,WWWCINEPOLIS.COM
5118,6794512,CINEPOLIS GRAN TERRAZA OBLATOS,film_radio_tv,0 a 5 personas,WWW.CINEPOLIS.COM
5119,6342991,CINEPOLIS LA GRAN PLAZA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5122,6341341,CINEPOLIS MULTICENTER EL SALTO,film_radio_tv,31 a 50 personas,WWWCINEPOLIS.COM
5124,6344156,CINEPOLIS PABELLON GUADALAJARA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
5126,6341347,CINEPOLIS PLAZA RÍO NILO,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5127,6341342,CINEPOLIS PUERTO VALLARTA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5128,6794038,CINEPOLIS PUNTO ORIENTE,film_radio_tv,0 a 5 personas,WWW.CINEPOLIS.COM
5129,6706746,CINEPOLIS REAL CENTER,film_radio_tv,31 a 50 personas,WWWCINEPOLIS.COM
5131,6337483,CINEPOLIS TOLSA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5132,6360850,CINEPOLIS VIP ANDARES GUADALAJARA,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
5133,6795507,CINEPOLIS VIP GALERIAS GUADALAJARA,film_radio_tv,0 a 5 personas,WWW.CINEPOLIS.COM
5138,6343002,GEMELOS LAS TORRES,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
5139,6340401,MACROPLAZA VALLARTA,film_radio_tv,11 a 30 personas,WWW.CINEMEX
5140,6812978,MC AUTLAN DE NAVARRO,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
5141,6794883,MC TEPATITLAN,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5142,6360852,MICINE PLAZA CRYSTAL TLAJOMULCO,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5144,6337803,MULTICINEMAS INDEPENDENCIA,film_radio_tv,251 y más personas,WWW.CINEPOLIS.COM
5145,6342992,MULTICINEMAS LA NORMAL,film_radio_tv,101 a 250 personas,WWW.CINEPOLIS.COM
5150,6886169,VIP LA ISLA PUERTO VALLARTA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5153,6794884,C PEDREGAL ATIZAPAN EDO MEX,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5155,6886174,C. ESMERALDA ATIZAPAN,film_radio_tv,31 a 50 personas,WWW.CINEPOLIS.COM
5156,6813467,C. GALERIAS ATIZAPAN,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5157,6878645,C. GUSTAVO BAZ,film_radio_tv,6 a 10 personas,WWW.CINEPOLIS.COM
5158,6813341,C. PERINORTE,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5159,6872157,C. SENTURA TLALNEPANTLA,film_radio_tv,51 a 100 personas,WWW.CINEPOLIS.COM
5171,6351714,CINEMAS LUMIERE TEXCOCO,film_radio_tv,31 a 50 personas,WWW.CINEMEX.COM
5173,6784689,CINEMEX,film_radio_tv,11 a 30 personas,WWW.CINEMEX
5174,6355384,CINEMEX ATLACOMULCO,film_radio_tv,11 a 30 personas,WWW.CINEMEX.COM
